Respondent ID,Collector ID,Start_Date,End_Date,Consent,Age,Gender,Continent,Highest_Education,SES,Social_media_used_most,Hours_use,Seen_vaccines_post,SM_influence,Trust_most,MMR_autism,Disease_rare,Parents_decide,Neurological_problems,Handle_multiple,CDC_not_trustworthy,Follow_recommendation,Vaccine_risk,Measles_efficacy,Avoid_death,Data_publicity,Protect_immunocompromised
10196650336,215297112,9/4/18 17:20,9/4/18 17:22,"I agree to consent, data use, and terms listed above.",55-64,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,The government,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196642021,215297112,9/4/18 17:14,9/4/18 17:17,"I agree to consent, data use, and terms listed above.",35-44,Female,Europe,Master's Degree,Middle Class,Facebook,0-2,No,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196633799,215297112,9/4/18 17:09,9/4/18 17:13,"I agree to consent, data use, and terms listed above.",65+,Female,"North America, United States",Master's Degree,Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),The government,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196585603,215297112,9/4/18 16:39,9/4/18 16:41,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,5-6,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196570065,215297112,9/4/18 16:29,9/4/18 16:32,"I agree to consent, data use, and terms listed above.",25-34,Female,Europe,Bachelor Degree (4 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10196569247,215297112,9/4/18 16:26,9/4/18 16:31,"I agree to consent, data use, and terms listed above.",45-54,Female,Europe,"Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is true
10196551922,215297112,9/4/18 16:19,9/4/18 16:21,"I agree to consent, data use, and terms listed above.",25-34,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10196546028,215297112,9/4/18 16:16,9/4/18 16:17,"I agree to consent, data use, and terms listed above.",35-44,Male,Europe,Master's Degree,Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196536821,215297112,9/4/18 16:11,9/4/18 16:13,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196535862,215297112,9/4/18 16:10,9/4/18 16:12,"I agree to consent, data use, and terms listed above.",35-44,Male,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196525977,215297112,9/4/18 16:05,9/4/18 16:33,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196525646,215297112,9/4/18 16:05,9/4/18 16:07,"I agree to consent, data use, and terms listed above.",55-64,Male,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196524904,215297112,9/4/18 16:04,9/4/18 16:07,"I agree to consent, data use, and terms listed above.",35-44,Female,Europe,Bachelor Degree (4 year college/university degree),Lower Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Internet,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I am unsure
10196524284,215297112,9/4/18 16:04,9/4/18 16:06,"I agree to consent, data use, and terms listed above.",65+,Female,"North America, United States",Master's Degree,Upper Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196524115,215297112,9/4/18 16:04,9/4/18 16:07,"I agree to consent, data use, and terms listed above.",35-44,Female,Europe,High school (grade level 9-12/13),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I am unsure,I am unsure,I believe this is true
10196524057,215297112,9/4/18 16:04,9/4/18 16:06,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196521409,215297112,9/4/18 16:02,9/4/18 16:04,"I agree to consent, data use, and terms listed above.",45-54,Male,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Upper Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196521407,215297112,9/4/18 16:02,9/4/18 16:04,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10196519179,215297112,9/4/18 16:01,9/4/18 16:05,"I agree to consent, data use, and terms listed above.",35-44,Male,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Twitter,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
